time,symbol,quantity,price,side
2021-03-01 12:45:55,A,100,23.87,BUY
2021-03-01 12:50:44,B,300,23.86,BUY
2021-03-01 12:52:11,B,300,23.73,SELL
2021-03-01 12:54:36,B,200,23.9,BUY
2021-03-01 12:58:10,B,100,23.91,BUY
2021-03-01 12:58:31,A,200,23.77,BUY
2021-03-01 12:59:31,A,300,23.8,BUY
2021-03-01 13:03:55,B,300,23.94,SELL
2021-03-01 13:07:42,A,200,23.74,BUY
2021-03-01 13:09:56,B,300,23.97,SELL
2021-03-01 13:12:27,B,200,23.85,BUY
2021-03-01 13:15:32,A,300,23.82,BUY
2021-03-01 13:18:51,A,400,23.84,SELL
2021-03-01 13:20:40,B,100,23.94,BUY
2021-03-01 13:24:56,A,100,23.76,SELL
2021-03-01 13:28:13,A,300,23.97,BUY
2021-03-01 13:32:40,A,100,23.93,BUY
2021-03-01 13:34:35,A,100,23.83,SELL
2021-03-01 13:38:57,B,300,23.86,BUY
2021-03-01 13:39:55,B,200,23.7,BUY
2021-03-01 13:43:38,A,100,23.77,SELL
2021-03-01 13:45:18,B,200,23.91,SELL
2021-03-01 13:47:43,A,300,23.79,BUY
2021-03-01 13:51:13,A,200,23.94,BUY
2021-03-01 13:52:41,B,100,23.71,BUY
2021-03-01 13:55:01,A,300,23.74,SELL
2021-03-01 13:55:30,B,200,23.8,BUY
2021-03-01 13:59:20,B,200,23.96,SELL
2021-03-01 14:02:14,B,400,23.72,SELL
2021-03-01 14:02:15,A,300,23.72,SELL
2021-03-01 14:05:41,B,300,23.97,BUY
2021-03-01 14:08:50,A,100,23.77,SELL
2021-03-01 14:10:09,A,200,23.7,BUY
2021-03-01 14:10:33,A,300,23.7,SELL
2021-03-01 14:12:48,B,300,23.93,BUY
2021-03-01 14:14:16,A,400,23.89,BUY
2021-03-01 14:15:25,B,400,23.86,SELL
2021-03-01 14:18:36,B,100,23.88,BUY
2021-03-01 14:21:07,B,400,23.75,BUY
2021-03-01 14:24:50,A,400,23.76,BUY
2021-03-01 14:26:11,A,500,23.77,SELL
2021-03-01 14:29:29,A,200,23.71,SELL
2021-03-01 14:32:53,A,300,23.88,SELL
2021-03-01 14:35:39,A,200,23.78,BUY
2021-03-01 14:37:37,A,300,23.7,BUY
2021-03-01 14:41:53,A,300,23.7,BUY
2021-03-01 14:46:16,A,200,23.86,BUY
2021-03-01 14:50:11,B,400,23.84,SELL
2021-03-01 14:50:46,B,300,23.84,SELL
2021-03-01 14:51:57,B,200,23.84,BUY
2021-03-01 14:54:55,A,400,23.85,SELL
2021-03-01 14:55:37,A,300,23.71,SELL
2021-03-01 14:59:23,B,300,23.83,SELL
2021-03-01 15:02:01,B,100,23.74,BUY
2021-03-01 15:05:51,B,300,23.99,SELL
2021-03-01 15:07:27,A,200,23.91,SELL
2021-03-01 15:11:38,B,100,23.88,BUY
2021-03-01 15:14:03,B,100,23.82,SELL
2021-03-01 15:14:06,A,200,23.82,SELL
2021-03-01 15:15:54,A,400,23.84,SELL
2021-03-01 15:17:58,A,500,23.74,BUY
2021-03-01 15:21:57,A,300,23.7,SELL
2021-03-01 15:22:13,A,300,23.76,BUY
2021-03-01 15:23:57,B,400,23.89,BUY
2021-03-01 15:27:08,A,300,23.71,SELL
2021-03-01 15:31:17,A,300,23.8,BUY
2021-03-01 15:34:15,B,300,23.87,BUY
2021-03-01 15:39:07,A,300,23.72,BUY
2021-03-01 15:39:45,A,300,23.72,SELL
2021-03-01 15:44:41,A,400,23.79,SELL
2021-03-01 15:45:59,B,500,23.94,BUY
2021-03-01 15:50:52,A,200,23.84,SELL
2021-03-01 15:53:56,A,300,23.76,SELL
2021-03-01 15:56:51,A,100,23.87,SELL
2021-03-01 16:01:34,A,400,23.77,BUY
2021-03-01 16:03:35,A,200,23.77,BUY
2021-03-01 16:05:10,A,300,23.79,SELL
2021-03-01 16:06:01,B,200,23.81,BUY
2021-03-01 16:08:03,A,200,23.71,BUY
2021-03-01 16:10:00,A,300,23.79,SELL
2021-03-01 16:11:51,B,200,23.97,BUY
2021-03-01 16:13:12,B,200,23.89,SELL
2021-03-01 16:13:48,B,100,23.89,BUY
2021-03-01 16:15:10,B,100,23.72,BUY
2021-03-01 16:18:09,B,300,23.72,BUY
2021-03-01 16:21:00,B,400,23.71,SELL
2021-03-01 16:21:10,B,100,23.71,BUY
2021-03-01 16:25:25,B,300,23.77,SELL
2021-03-01 16:27:13,B,100,23.78,BUY
2021-03-01 16:28:47,A,200,23.82,SELL
2021-03-01 16:31:58,B,300,23.95,SELL
2021-03-01 16:35:42,B,100,23.82,BUY
2021-03-01 16:38:29,A,100,23.83,BUY
2021-03-01 16:42:53,A,100,23.85,BUY
2021-03-01 16:46:05,B,300,23.74,SELL
2021-03-01 16:49:48,A,300,23.82,BUY
2021-03-01 16:52:34,A,200,23.9,SELL
2021-03-01 16:54:58,B,200,24.0,SELL
2021-03-01 16:59:24,A,100,23.94,SELL
2021-03-01 17:03:10,A,200,23.96,SELL
2021-03-01 17:06:51,A,300,23.79,BUY
2021-03-01 17:07:37,A,400,23.83,BUY
2021-03-01 17:08:05,A,200,23.78,SELL
2021-03-01 17:09:31,B,100,23.96,BUY
2021-03-01 17:09:58,B,400,23.96,BUY
2021-03-01 17:11:06,B,300,23.72,BUY
2021-03-01 17:13:52,B,300,23.84,SELL
2021-03-01 17:17:12,A,300,23.93,BUY
2021-03-01 17:21:33,A,300,23.8,SELL
2021-03-01 17:26:14,A,100,23.97,SELL
2021-03-01 17:28:36,B,100,24.0,BUY
2021-03-01 17:30:22,B,300,23.97,BUY
2021-03-01 17:30:34,B,200,23.97,BUY
2021-03-01 17:35:12,B,300,23.72,BUY
2021-03-01 17:40:09,A,400,23.83,BUY
2021-03-01 17:45:07,A,100,23.96,SELL
2021-03-01 17:45:59,B,500,23.9,BUY
2021-03-01 17:49:05,A,100,23.7,SELL
2021-03-01 17:51:50,B,300,23.74,SELL
2021-03-01 17:54:39,B,400,23.93,SELL
2021-03-01 17:59:12,A,400,23.78,BUY
2021-03-02 10:01:01,A,200,23.97,SELL
2021-03-02 10:04:29,B,500,23.94,BUY
2021-03-02 10:06:35,B,300,23.91,SELL
2021-03-02 10:11:20,B,300,23.86,BUY
2021-03-02 10:15:39,B,200,23.8,SELL
2021-03-02 10:19:48,B,300,23.91,SELL
2021-03-02 10:23:40,B,400,23.93,BUY
2021-03-02 10:28:01,A,300,23.9,SELL
2021-03-02 10:32:48,B,300,23.72,SELL
2021-03-02 10:36:13,A,300,23.93,SELL
2021-03-02 10:36:35,B,400,23.79,BUY
2021-03-02 10:41:04,B,100,23.96,BUY
2021-03-02 10:43:42,A,500,23.87,BUY
2021-03-02 10:47:13,A,500,23.84,BUY
2021-03-02 10:48:26,B,300,23.97,SELL
2021-03-02 10:50:53,B,200,23.71,BUY
2021-03-02 10:53:29,B,300,23.76,SELL
2021-03-02 10:54:08,A,400,23.89,SELL
2021-03-02 10:57:25,A,100,23.94,SELL
2021-03-02 10:58:45,B,200,23.93,BUY
2021-03-02 10:58:51,A,300,23.91,BUY
2021-03-02 11:00:07,A,400,23.71,BUY
2021-03-02 11:02:30,A,500,23.82,SELL
2021-03-02 11:07:14,B,100,23.79,SELL
2021-03-02 11:10:43,A,500,23.84,BUY
2021-03-02 11:12:41,A,200,23.77,SELL
2021-03-02 11:14:47,A,100,23.76,BUY
2021-03-02 11:19:15,A,100,23.77,SELL
2021-03-02 11:22:56,B,100,23.8,BUY
2021-03-02 11:26:38,A,200,23.99,BUY
2021-03-02 11:30:09,B,300,23.96,SELL
2021-03-02 11:34:07,B,200,23.86,SELL
2021-03-02 11:35:14,A,400,23.91,SELL
2021-03-02 11:37:59,A,400,23.73,SELL
2021-03-02 11:40:54,B,400,23.71,SELL
2021-03-02 11:43:04,B,400,23.97,SELL
2021-03-02 11:46:42,A,100,23.98,BUY
2021-03-02 11:47:10,A,400,23.91,BUY
2021-03-02 11:51:09,A,100,23.77,SELL
2021-03-02 11:56:06,B,300,23.96,SELL
2021-03-02 12:00:26,B,100,23.9,BUY
2021-03-02 12:00:49,A,200,23.95,SELL
2021-03-02 12:04:17,B,300,23.78,BUY
2021-03-02 12:07:08,A,300,23.97,BUY
2021-03-02 12:07:47,B,300,23.93,BUY
2021-03-02 12:12:13,B,100,23.77,BUY
2021-03-02 12:14:39,B,200,23.98,SELL
2021-03-02 12:15:39,B,100,23.7,SELL
2021-03-02 12:20:04,A,200,24.0,BUY
2021-03-02 12:22:58,B,200,23.78,SELL
2021-03-02 12:23:06,B,200,23.89,SELL
2021-03-02 12:25:08,A,200,23.78,BUY
2021-03-02 12:29:51,B,100,23.75,BUY
2021-03-02 12:30:10,A,200,23.8,BUY
2021-03-02 12:32:29,B,300,23.81,SELL
2021-03-02 12:33:07,B,200,23.8,BUY
2021-03-02 12:37:39,B,300,23.78,SELL
2021-03-02 12:39:34,B,200,23.8,SELL
2021-03-02 12:43:23,B,200,23.91,BUY
2021-03-02 12:46:00,A,200,23.94,SELL
2021-03-02 12:49:16,A,200,24.0,SELL
2021-03-02 12:52:14,A,500,23.75,BUY
2021-03-02 12:56:35,A,300,23.93,SELL
2021-03-02 12:58:01,A,500,23.84,SELL
2021-03-02 13:01:17,A,400,23.73,SELL
2021-03-02 13:01:37,B,200,23.71,SELL
2021-03-02 13:02:21,B,400,23.97,SELL
2021-03-02 13:07:17,A,400,23.89,SELL
2021-03-02 13:08:40,A,100,23.81,SELL
2021-03-02 13:11:27,B,200,23.91,BUY
2021-03-02 13:13:31,B,300,23.95,SELL
2021-03-02 13:14:22,A,100,23.78,SELL
2021-03-02 13:19:02,B,100,23.86,SELL
2021-03-02 13:20:08,A,200,23.71,BUY
2021-03-02 13:24:25,A,100,23.74,BUY
2021-03-02 13:28:00,B,200,23.91,BUY
2021-03-02 13:28:51,B,100,23.91,BUY
2021-03-02 13:33:49,A,100,23.82,SELL
2021-03-02 13:37:44,A,200,23.93,SELL
2021-03-02 13:41:16,B,400,23.78,BUY
2021-03-02 13:45:50,A,300,23.78,BUY
2021-03-02 13:48:10,B,100,23.99,BUY
2021-03-02 13:49:21,B,300,23.97,BUY
2021-03-02 13:52:40,B,400,23.78,BUY
2021-03-02 13:53:21,B,300,23.72,BUY
2021-03-02 13:53:45,A,100,23.96,SELL
2021-03-02 13:56:00,A,200,23.83,SELL
2021-03-02 14:00:42,A,400,23.76,BUY
2021-03-02 14:02:34,A,300,23.8,BUY
2021-03-02 14:03:14,B,400,23.95,SELL
2021-03-02 14:07:06,B,500,23.77,BUY
2021-03-02 14:10:56,A,100,23.89,BUY
2021-03-02 14:12:39,B,300,23.92,SELL
2021-03-02 14:16:12,A,400,23.88,BUY
2021-03-02 14:20:18,A,200,23.93,SELL
2021-03-02 14:22:20,B,300,23.76,SELL
2021-03-02 14:26:58,B,400,23.82,SELL
2021-03-02 14:30:51,A,500,23.76,BUY
2021-03-02 14:34:18,A,100,23.73,SELL
2021-03-02 14:35:44,B,400,23.92,BUY
2021-03-02 14:39:11,A,200,23.7,BUY
2021-03-02 14:39:36,A,500,23.7,BUY
2021-03-02 14:40:52,B,300,23.79,BUY
2021-03-02 14:44:46,A,300,23.98,BUY
2021-03-02 14:47:53,B,100,23.85,SELL
2021-03-02 14:49:13,A,300,23.84,SELL
2021-03-02 14:50:43,A,300,23.83,SELL
2021-03-02 14:51:26,B,400,23.7,SELL
2021-03-02 14:53:14,B,200,23.92,SELL
2021-03-02 14:58:10,B,200,23.89,BUY
2021-03-02 14:59:36,B,300,23.88,BUY
2021-03-02 15:00:03,B,100,24.0,BUY
2021-03-02 15:02:27,B,200,23.8,SELL
2021-03-02 15:06:31,A,200,23.91,BUY
2021-03-02 15:10:34,B,100,23.76,SELL
2021-03-02 15:13:53,A,100,23.84,BUY
2021-03-02 15:17:48,B,100,23.7,BUY
2021-03-02 15:21:04,B,300,23.86,BUY
2021-03-02 15:23:40,A,400,23.79,SELL
2021-03-02 15:28:14,B,200,23.94,BUY
2021-03-02 15:29:09,B,400,23.73,BUY
2021-03-02 15:30:41,A,400,23.78,SELL
2021-03-02 15:31:07,A,100,23.7,BUY
2021-03-02 15:32:20,A,300,24.0,BUY
2021-03-02 15:36:19,A,300,23.94,SELL
2021-03-02 15:40:57,A,200,23.87,BUY
2021-03-02 15:44:34,A,300,23.8,SELL
2021-03-02 15:46:47,A,300,23.83,BUY
2021-03-02 15:47:19,A,300,23.86,SELL
2021-03-02 15:49:41,B,500,23.92,SELL
2021-03-02 15:50:52,B,300,23.88,BUY
2021-03-02 15:51:43,B,400,23.83,BUY
2021-03-02 15:56:33,A,300,23.78,BUY
2021-03-02 15:58:11,B,500,23.74,SELL
2021-03-02 15:59:58,A,300,23.99,SELL
2021-03-02 16:02:05,A,200,23.83,SELL
2021-03-02 16:03:22,B,100,23.98,BUY
2021-03-02 16:04:25,B,100,23.94,BUY
2021-03-02 16:07:29,A,400,23.77,BUY
2021-03-02 16:10:36,B,500,23.82,SELL
2021-03-02 16:10:46,A,200,23.82,BUY
2021-03-02 16:14:40,A,300,23.77,BUY
2021-03-02 16:17:34,B,100,23.84,BUY
2021-03-02 16:18:36,A,100,23.86,BUY
2021-03-02 16:21:54,B,400,23.78,SELL
2021-03-02 16:22:47,A,100,23.77,SELL
2021-03-02 16:24:06,A,100,23.88,BUY
2021-03-02 16:24:11,B,300,23.8,BUY
2021-03-02 16:29:07,A,400,23.92,SELL
2021-03-02 16:31:18,A,400,23.77,SELL
2021-03-02 16:34:41,A,300,23.78,BUY
2021-03-02 16:39:09,A,200,23.87,BUY
2021-03-02 16:39:33,A,100,23.87,BUY
2021-03-02 16:44:27,B,500,23.8,SELL
2021-03-02 16:48:17,B,100,23.71,BUY
2021-03-02 16:51:26,B,300,23.88,BUY
2021-03-02 16:55:16,B,500,23.97,BUY
2021-03-02 16:55:17,A,300,23.73,SELL
2021-03-02 16:57:17,B,200,23.88,BUY
2021-03-02 16:59:38,A,200,23.71,BUY
2021-03-02 17:03:45,B,300,23.96,SELL
2021-03-02 17:07:36,A,100,23.91,SELL
2021-03-02 17:09:21,B,400,23.8,BUY
2021-03-02 17:12:29,B,300,23.7,SELL
2021-03-02 17:13:33,A,300,23.96,BUY
2021-03-02 17:15:31,A,200,23.78,SELL
2021-03-02 17:19:55,B,300,23.84,SELL
2021-03-02 17:24:22,B,200,23.83,BUY
2021-03-02 17:24:30,B,300,23.83,SELL
2021-03-02 17:25:31,B,300,23.87,SELL
2021-03-02 17:25:45,B,200,23.87,SELL
2021-03-02 17:30:09,B,200,23.77,BUY
2021-03-02 17:30:42,A,500,23.88,BUY
2021-03-02 17:31:24,B,200,24.0,SELL
2021-03-02 17:32:37,A,400,23.71,BUY
2021-03-02 17:36:51,B,400,23.98,SELL
2021-03-02 17:41:13,B,100,23.91,SELL
2021-03-02 17:42:46,A,400,23.95,BUY
2021-03-02 17:45:23,A,400,23.87,SELL
2021-03-02 17:49:41,A,100,23.9,SELL
2021-03-02 17:53:34,A,100,23.93,SELL
2021-03-02 17:53:43,B,100,23.96,BUY
2021-03-02 17:57:44,B,400,23.74,BUY
2021-03-03 10:04:46,B,300,23.74,BUY
2021-03-03 10:09:07,B,300,23.82,SELL
2021-03-03 10:13:23,B,300,23.79,SELL
2021-03-03 10:17:17,B,100,23.87,BUY
2021-03-03 10:21:09,B,400,23.87,BUY
2021-03-03 10:23:44,B,500,23.78,SELL
2021-03-03 10:25:10,A,200,23.98,SELL
2021-03-03 10:28:51,B,500,23.74,BUY
2021-03-03 10:29:21,A,300,23.78,SELL
2021-03-03 10:32:54,B,200,23.87,BUY
2021-03-03 10:35:17,A,100,23.96,SELL
2021-03-03 10:37:07,B,100,23.79,SELL
2021-03-03 10:40:28,B,300,23.89,BUY
2021-03-03 10:43:41,A,200,23.96,SELL
2021-03-03 10:43:45,A,300,23.96,SELL
2021-03-03 10:44:26,B,300,23.93,SELL
2021-03-03 10:45:57,A,300,23.93,SELL
2021-03-03 10:49:08,B,300,23.78,SELL
2021-03-03 10:52:27,B,300,23.75,BUY
2021-03-03 10:57:22,A,300,23.81,BUY
2021-03-03 10:57:28,A,200,23.81,SELL
2021-03-03 10:59:43,B,400,23.97,SELL
2021-03-03 11:03:39,A,200,23.87,BUY
2021-03-03 11:07:03,A,200,23.75,BUY
2021-03-03 11:11:32,A,300,23.73,SELL
2021-03-03 11:12:47,A,100,23.95,SELL
2021-03-03 11:17:24,A,500,23.96,BUY
2021-03-03 11:19:24,A,300,23.77,SELL
2021-03-03 11:20:49,B,400,23.85,SELL
2021-03-03 11:23:05,B,300,23.8,SELL
2021-03-03 11:23:15,A,200,23.92,BUY
2021-03-03 11:24:17,B,100,23.74,BUY
2021-03-03 11:28:12,B,300,23.81,SELL
2021-03-03 11:29:49,B,100,23.72,SELL
2021-03-03 11:31:55,A,100,23.9,BUY
2021-03-03 11:34:10,A,300,23.96,SELL
2021-03-03 11:36:27,A,100,23.88,BUY
2021-03-03 11:37:05,A,300,23.7,SELL
2021-03-03 11:38:53,A,300,23.92,BUY
2021-03-03 11:41:17,A,200,23.84,SELL
2021-03-03 11:43:04,B,100,23.83,BUY
2021-03-03 11:43:38,B,300,23.83,BUY
2021-03-03 11:45:46,A,400,23.81,BUY
2021-03-03 11:47:59,B,100,23.73,BUY
2021-03-03 11:50:17,A,400,23.98,BUY
2021-03-03 11:50:46,A,200,23.98,BUY
2021-03-03 11:55:19,A,300,23.88,SELL
2021-03-03 11:58:43,B,100,23.8,BUY
2021-03-03 11:58:51,B,300,23.8,BUY
2021-03-03 12:02:30,A,400,23.76,SELL
2021-03-03 12:05:29,A,300,23.92,SELL
2021-03-03 12:06:26,A,400,23.82,BUY
2021-03-03 12:08:22,B,300,23.91,BUY
2021-03-03 12:09:30,A,300,23.76,SELL
2021-03-03 12:11:43,B,400,23.7,SELL
2021-03-03 12:14:04,A,100,23.8,SELL
2021-03-03 12:17:44,A,300,23.99,SELL
2021-03-03 12:17:58,B,100,23.93,SELL
2021-03-03 12:22:10,A,300,23.8,BUY
2021-03-03 12:23:19,B,100,23.73,BUY
2021-03-03 12:25:40,A,100,23.81,SELL
2021-03-03 12:26:22,A,300,23.91,BUY
2021-03-03 12:26:42,A,200,23.91,BUY
2021-03-03 12:28:56,B,500,23.76,BUY
2021-03-03 12:32:01,A,300,23.74,SELL
2021-03-03 12:32:59,A,400,23.74,SELL
2021-03-03 12:33:49,B,200,23.89,BUY
2021-03-03 12:34:28,B,400,23.72,SELL
2021-03-03 12:35:16,B,100,23.92,SELL
2021-03-03 12:36:50,A,400,23.82,BUY
2021-03-03 12:37:31,B,200,23.84,SELL
2021-03-03 12:42:09,B,200,23.71,BUY
2021-03-03 12:45:49,B,400,24.0,BUY
2021-03-03 12:49:33,A,100,23.71,BUY
2021-03-03 12:51:11,B,300,23.75,SELL
2021-03-03 12:54:00,B,300,23.8,BUY
2021-03-03 12:57:24,B,100,23.76,SELL
2021-03-03 12:58:36,A,100,23.74,SELL
2021-03-03 12:59:15,A,400,23.81,BUY
2021-03-03 13:01:29,B,100,23.9,SELL
2021-03-03 13:01:51,B,400,23.9,BUY
2021-03-03 13:03:04,B,400,23.87,BUY
2021-03-03 13:07:38,A,300,23.7,SELL
2021-03-03 13:11:22,B,300,23.97,BUY
2021-03-03 13:12:18,A,300,23.91,SELL
2021-03-03 13:13:04,B,100,23.79,BUY
2021-03-03 13:13:55,A,100,23.99,BUY
2021-03-03 13:17:29,A,500,23.84,SELL
2021-03-03 13:18:01,A,200,23.89,SELL
2021-03-03 13:18:42,B,100,23.86,SELL
2021-03-03 13:20:31,B,300,23.81,BUY
2021-03-03 13:23:37,A,200,23.91,SELL
2021-03-03 13:27:59,B,500,23.86,BUY
2021-03-03 13:28:02,B,200,23.8,BUY
2021-03-03 13:32:18,A,300,23.96,SELL
2021-03-03 13:33:24,A,300,23.82,BUY
2021-03-03 13:36:14,B,200,23.87,BUY
2021-03-03 13:37:16,B,200,23.79,SELL
2021-03-03 13:37:33,B,300,23.79,BUY
2021-03-03 13:42:01,A,400,23.81,SELL
2021-03-03 13:46:49,A,100,23.79,BUY
2021-03-03 13:47:27,A,100,23.76,SELL
2021-03-03 13:48:16,A,200,23.89,BUY
2021-03-03 13:49:58,A,200,23.78,SELL
2021-03-03 13:51:40,A,200,23.84,BUY
2021-03-03 13:54:50,A,200,23.72,SELL
2021-03-03 13:57:29,A,100,23.94,BUY
2021-03-03 13:57:49,B,100,23.79,BUY
2021-03-03 13:58:49,A,100,23.89,SELL
2021-03-03 13:59:23,B,200,23.85,BUY
2021-03-03 14:02:46,A,100,23.84,BUY
2021-03-03 14:03:17,B,200,23.93,SELL
2021-03-03 14:03:52,B,500,23.93,SELL
2021-03-03 14:05:43,A,300,23.77,BUY
2021-03-03 14:10:10,A,200,23.93,BUY
2021-03-03 14:13:40,B,100,23.8,SELL
2021-03-03 14:14:54,A,200,23.82,SELL
2021-03-03 14:18:12,A,200,23.91,SELL
2021-03-03 14:20:36,B,200,23.9,SELL
2021-03-03 14:25:24,B,300,23.72,BUY
2021-03-03 14:28:32,B,100,23.88,SELL
2021-03-03 14:29:35,B,300,23.9,BUY
2021-03-03 14:31:08,B,300,23.83,BUY
2021-03-03 14:32:10,A,200,23.78,SELL
2021-03-03 14:35:05,A,200,23.75,BUY
2021-03-03 14:38:08,A,200,23.9,SELL
2021-03-03 14:38:29,B,100,23.83,BUY
2021-03-03 14:43:15,B,200,23.94,BUY
2021-03-03 14:45:26,B,300,23.8,SELL
2021-03-03 14:47:27,A,300,23.73,BUY
2021-03-03 14:51:53,A,200,23.79,SELL
2021-03-03 14:55:31,B,500,23.94,SELL
2021-03-03 15:00:12,A,200,23.77,BUY
2021-03-03 15:04:04,A,300,23.96,SELL
2021-03-03 15:07:40,A,300,23.85,BUY
2021-03-03 15:11:46,B,400,24.0,BUY
2021-03-03 15:13:11,A,300,23.81,SELL
2021-03-03 15:16:12,A,300,24.0,BUY
2021-03-03 15:20:32,B,300,23.76,SELL
2021-03-03 15:21:23,A,300,23.7,SELL
2021-03-03 15:23:01,B,100,23.73,BUY
2021-03-03 15:25:50,A,300,24.0,BUY
2021-03-03 15:30:28,B,200,23.7,SELL
2021-03-03 15:31:05,A,400,23.97,BUY
2021-03-03 15:33:53,A,400,23.79,SELL
2021-03-03 15:35:12,B,100,23.87,BUY
2021-03-03 15:38:58,A,300,23.84,BUY
2021-03-03 15:42:01,A,300,23.96,SELL
2021-03-03 15:45:37,B,300,23.98,SELL
2021-03-03 15:49:45,A,100,23.91,BUY
2021-03-03 15:53:01,A,100,23.89,BUY
2021-03-03 15:53:44,A,400,23.89,BUY
2021-03-03 15:57:28,B,100,24.0,BUY
2021-03-03 16:01:41,A,300,23.8,SELL
2021-03-03 16:04:07,A,100,23.87,BUY
2021-03-03 16:04:12,A,300,23.87,SELL
2021-03-03 16:04:14,A,500,23.87,BUY
2021-03-03 16:08:14,A,200,23.86,SELL
2021-03-03 16:11:52,B,300,23.94,SELL
2021-03-03 16:15:06,B,500,23.78,SELL
2021-03-03 16:19:18,B,300,23.76,BUY
2021-03-03 16:22:12,A,400,23.92,BUY
2021-03-03 16:22:13,A,400,23.92,SELL
2021-03-03 16:25:02,B,300,23.8,SELL
2021-03-03 16:29:49,B,100,23.99,BUY
2021-03-03 16:31:49,B,300,23.94,BUY
2021-03-03 16:34:19,A,300,23.77,SELL
2021-03-03 16:37:29,B,300,23.92,SELL
2021-03-03 16:40:00,B,100,23.72,BUY
2021-03-03 16:43:44,B,300,23.95,SELL
2021-03-03 16:43:50,A,300,23.88,SELL
2021-03-03 16:48:49,A,200,23.83,BUY
2021-03-03 16:49:53,B,300,24.0,BUY
2021-03-03 16:52:23,B,200,23.88,SELL
2021-03-03 16:55:24,A,200,23.75,SELL
2021-03-03 16:59:09,A,100,23.98,SELL
2021-03-03 17:02:50,A,200,23.92,BUY
2021-03-03 17:04:19,A,200,23.73,SELL
2021-03-03 17:08:23,A,400,23.91,BUY
2021-03-03 17:09:03,A,100,23.9,BUY
2021-03-03 17:12:43,A,100,23.82,SELL
2021-03-03 17:17:21,A,400,23.89,SELL
2021-03-03 17:19:42,A,200,23.73,BUY
2021-03-03 17:22:24,B,100,23.78,SELL
2021-03-03 17:26:23,A,300,23.82,BUY
2021-03-03 17:27:03,B,100,23.82,SELL
2021-03-03 17:31:18,B,200,23.84,SELL
2021-03-03 17:32:17,A,200,23.89,SELL
